id,Title,Content,Post Type,Langues,Thématiques,Utilisateurs,Écoles,Status
2569,Que faire si je suis victime ou témoin de violences sexistes et sexuelles ?,"Vous pouvez signaler les faits sur la plateforme <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>, un RV avec les référents VSS vous sera proposé aussitôt. En complément, vous pouvez vous rapprocher de la référente santé ou de la cellule d’écoute psychologique du pôle : le jeudi après-midi sur site, ou par visio, chat ou téléphone avec Pros-Consulte.",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2570,What should I do if I am a victim or witness of sexual or gender-based violence?,"&nbsp; You can report the facts on the  <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a> platform, and an appointment with the VSS referents will be proposed to you shortly. In addition, you can contact the health referent or the de Vinci Higher Education listening cell : on-campus on Thursday afternoons, or with Pros-Consulte by video, chat or telephone.",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2571,Quelle est l’adresse de la plateforme de signalement de violences sexistes et sexuelles ?,"La plateforme externe est accessible sur : <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>",question,Français,Vie étudiante>Santé|Vie étudiante>Vie Associative,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2572,What is the address of the platform for reporting sexual or gender-based violence?,"&nbsp; The external platform can be accessed at: <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>",question,English,Student Experience>Associations|Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2573,Qu’est-ce qu’un référent VSS ?,"Au pôle, il existe des référents VSS, membres du personnel dont la mission est de faire de la prévention et d’accompagner les étudiants victimes ou témoins de violences sexistes et sexuelles, et des correspondants VSS dans chaque cursus. Au sein des associations, il existe également des référents VSS associatifs formés pour participer aux actions de prévention.",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2574,What is a VSS (SGBV) referent?,"At De Vinci Higher Education, there are VSS referents, members of staff whose mission is to prevent and support students who are victims or witnesses of sexual and gender-based violence, and VSS correspondents in each curriculum. Within the associations, there are also VSS referents trained to take part in prevention actions.",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2575,Comment savoir si je suis victime de VSS ou témoin d’abus ?,"Le document intitulé « Lutte contre les violences sexistes et sexuelles, prévention et procédure de signalement » disponible sur le portail vous permet de connaître les différents abus.",question,Français,Vie étudiante>Vie Associative,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2577,How do I know if I'm a victim or witness of abuse?,"The document entitled ""Lutte contre les violences sexistes et sexuelles, prévention et procédure de signalement"" (""Fighting against sexual and gender-based violence, prevention and reporting procedures"") available on the portal helps you find out about the various types of abuse.",question,English,Student Experience>Associations,staff-en|student-en,EMLV|ESILV,publish
2578,"J’ai fait un signalement de violences sexistes et sexuelles, que se passe-t-il après ?","Vous recevrez un message des référents VSS pour organiser une rencontre. Si les faits se sont produits en milieu étudiant, les référents VSS se rapprocheront des correspondants VSS du cursus pour évaluer la situation et la soumettre à une cellule de décision. Les membres de la cellule de décision prendront les mesures nécessaires. Si les faits se sont produits en milieu professionnel, le pôle ne pourra pas intervenir, il faudra vous rapprocher de votre employeur.",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2579,"I've reported sexual and gender-based violence, what happens next?","You will receive a message from the VSS referents to arrange a meeting. If the incident occurred in a student environment, the VSS referents will contact the curriculum’s VSS correspondent to assess the situation and submit it to a decision-making committee. The members of the decision-making committee will take the necessary measures. If the incident occurred in the workplace, De Vinci Higher Education will not be able to intervene ; you will need to contact your employer.",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2580,"Dans une situation de violences sexistes et sexuelles, est-ce que je dois porter plainte ?","&nbsp; Le dépôt de plainte est une démarche personnelle qui est indépendante de la procédure du pôle. Il n’est pas nécessaire d’avoir porté plainte auprès des autorités de police pour faire un signalement sur notre plateforme <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2581,Should I file a complaint in the event of gender-based or sexual violence?,"&nbsp; Filing a complaint is a personal process that is independent of de Vinci Higher Education’s procedure. You do not need to have filed a complaint with the police authorities to report a case on our <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a> platform.",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2582,Qui sont les correspondants VSS à l’ESILV ?,"&nbsp; Vous pouvez vous rapprocher des correspondants VSS : Blandine JARRY (Responsable scolarité), Najet ASSAKI (A1 sauf restart), Carine VAN DER GUCHT (A2/restart), Cindy VALLÉE (Nantes), Bastien LEJEUNE (A3), Catherine BEIGNET (A4), Irène BLANQUART (A5), Samira ESSARDY (A4/A5 alternance), Sarah MASSUELLES (étudiants internationaux), Laurence LEGRAND (Bachelor)",question,Français,Vie étudiante>Santé,staff|student,ESILV,publish
2583,Who are the VSS correspondent for ESILV students?,"&nbsp; You can contact the VSS correspondents: Blandine JARRY (Head of the administrative office), Najet ASSAKI (Y1 except restart), Carine VAN DER GUCHT (Y2/restart), Cindy VALLÉE (Nantes campus), Bastien LEJEUNE (Y3), Catherine BEIGNET (Y4), Irène BLANQUART (Y5), Samira ESSARDY (Y4/Y5 apprendice), Sarah MASSUELLES (international students), Laurence LEGRAND (Bachelor)",question,English,Student Experience>Health,staff-en|student-en,ESILV,publish
2584,Qui sont les correspondants VSS à l’EMLV ?,Vous correspondants VSS sont vos référents scolarité d’année à l’EMLV.,question,Français,Vie étudiante>Santé,staff|student,EMLV,publish
2585,Who are the VSS correspondent for EMLV students?,Your VSS correspondents are your EMLV year-long schooling referents.,question,English,Student Experience>Health,staff-en|student-en,EMLV,publish
2586,Qui sont les correspondants VSS à l’IIM ?,"&nbsp; Vous pouvez vous rapprocher des correspondants VSS : Aurélie ROBERT (Responsable administration pédagogique), Alexandre ABRANTES (Professeur délégué axe Animation 3D), Mickael GARIMÉ (Responsable pédagogique - A1 Bachelor et Restart), Garance CHEVAUX (Professeure déléguée – A1 Bachelor et Restart), Marie BERNARD (Chargée de projets), Matthieu COUSQUER (Campus Nantes",question,Français,Vie étudiante>Santé,staff|student,IIM,publish
2653,"Je n'arrive pas à me mettre présent, que faire ?","Si vous rencontrez un dysfonctionnement sur l'application mobile, vous devez utiliser le portail web <a href=""https://www.leonard-de-vinci.net/"">www.leonard-de-vinci.net.</a> Vous pouvez également envoyer une demande d'aide pour signaler le problème. &nbsp;",question,Français,App Mobile,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2654,L'application mobile a-t-elle les mêmes fonctionnalités que le portail web ?,"Non, l'application mobile est une version simplifiée du <a href=""https://www.leonard-de-vinci.net/"">portail étudiant</a> et ne remplacera jamais la <a href=""https://www.leonard-de-vinci.net/"">version web</a>.",question,Français,App Mobile,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2655,Does the mobile application have the same functionality as the web portal?,"No, the mobile application is a simplified version of the <a href=""https://www.leonard-de-vinci.net/"">student portal</a> and will never replace the web version.",question,English,Mobile App,staff-en|student-en,EMLV|ESILV,publish
2656,I can't mark myself as present. What should I do?,"If you encounter a bug on the mobile application, you should use the web portal <a href=""https://www.leonard-de-vinci.net/"">www.leonard-de-vinci.net</a>. You can also send a request for help to report the problem.",question,English,Mobile App,staff-en|student-en,EMLV|ESILV,publish
